2018010100,2018-01-01,2018-01-01 00:00:00,2018,1,1,0,1,1,Monday,January,false
2018010101,2018-01-01,2018-01-01 01:00:00,2018,1,1,1,1,1,Monday,January,false
2018010102,2018-01-01,2018-01-01 02:00:00,2018,1,1,2,1,1,Monday,January,false
2018010103,2018-01-01,2018-01-01 03:00:00,2018,1,1,3,1,1,Monday,January,false
2018010104,2018-01-01,2018-01-01 04:00:00,2018,1,1,4,1,1,Monday,January,false
2018010105,2018-01-01,2018-01-01 05:00:00,2018,1,1,5,1,1,Monday,January,false
2018010106,2018-01-01,2018-01-01 06:00:00,2018,1,1,6,1,1,Monday,January,false
2018010107,2018-01-01,2018-01-01 07:00:00,2018,1,1,7,1,1,Monday,January,false
2018010108,2018-01-01,2018-01-01 08:00:00,2018,1,1,8,1,1,Monday,January,false
2018010109,2018-01-01,2018-01-01 09:00:00,2018,1,1,9,1,1,Monday,January,false
2018010110,2018-01-01,2018-01-01 10:00:00,2018,1,1,10,1,1,Monday,January,false
2018010111,2018-01-01,2018-01-01 11:00:00,2018,1,1,11,1,1,Monday,January,false
2018010112,2018-01-01,2018-01-01 12:00:00,2018,1,1,12,1,1,Monday,January,false
2018010113,2018-01-01,2018-01-01 13:00:00,2018,1,1,13,1,1,Monday,January,false
2018010114,2018-01-01,2018-01-01 14:00:00,2018,1,1,14,1,1,Monday,January,false
2018010115,2018-01-01,2018-01-01 15:00:00,2018,1,1,15,1,1,Monday,January,false
2018010116,2018-01-01,2018-01-01 16:00:00,2018,1,1,16,1,1,Monday,January,false
2018010117,2018-01-01,2018-01-01 17:00:00,2018,1,1,17,1,1,Monday,January,false
2018010118,2018-01-01,2018-01-01 18:00:00,2018,1,1,18,1,1,Monday,January,false
2018010119,2018-01-01,2018-01-01 19:00:00,2018,1,1,19,1,1,Monday,January,false
2018010120,2018-01-01,2018-01-01 20:00:00,2018,1,1,20,1,1,Monday,January,false
2018010121,2018-01-01,2018-01-01 21:00:00,2018,1,1,21,1,1,Monday,January,false
2018010122,2018-01-01,2018-01-01 22:00:00,2018,1,1,22,1,1,Monday,January,false
2018010123,2018-01-01,2018-01-01 23:00:00,2018,1,1,23,1,1,Monday,January,false
2018010200,2018-01-02,2018-01-02 00:00:00,2018,1,2,0,1,1,Tuesday,January,false
2018010201,2018-01-02,2018-01-02 01:00:00,2018,1,2,1,1,1,Tuesday,January,false
2018010202,2018-01-02,2018-01-02 02:00:00,2018,1,2,2,1,1,Tuesday,January,false
2018010203,2018-01-02,2018-01-02 03:00:00,2018,1,2,3,1,1,Tuesday,January,false
2018010204,2018-01-02,2018-01-02 04:00:00,2018,1,2,4,1,1,Tuesday,January,false
2018010205,2018-01-02,2018-01-02 05:00:00,2018,1,2,5,1,1,Tuesday,January,false
2018010206,2018-01-02,2018-01-02 06:00:00,2018,1,2,6,1,1,Tuesday,January,false
2018010207,2018-01-02,2018-01-02 07:00:00,2018,1,2,7,1,1,Tuesday,January,false
2018010208,2018-01-02,2018-01-02 08:00:00,2018,1,2,8,1,1,Tuesday,January,false
2018010209,2018-01-02,2018-01-02 09:00:00,2018,1,2,9,1,1,Tuesday,January,false
2018010210,2018-01-02,2018-01-02 10:00:00,2018,1,2,10,1,1,Tuesday,January,false
2018010211,2018-01-02,2018-01-02 11:00:00,2018,1,2,11,1,1,Tuesday,January,false
2018010212,2018-01-02,2018-01-02 12:00:00,2018,1,2,12,1,1,Tuesday,January,false
2018010213,2018-01-02,2018-01-02 13:00:00,2018,1,2,13,1,1,Tuesday,January,false
2018010214,2018-01-02,2018-01-02 14:00:00,2018,1,2,14,1,1,Tuesday,January,false
2018010215,2018-01-02,2018-01-02 15:00:00,2018,1,2,15,1,1,Tuesday,January,false
2018010216,2018-01-02,2018-01-02 16:00:00,2018,1,2,16,1,1,Tuesday,January,false
2018010217,2018-01-02,2018-01-02 17:00:00,2018,1,2,17,1,1,Tuesday,January,false
2018010218,2018-01-02,2018-01-02 18:00:00,2018,1,2,18,1,1,Tuesday,January,false
2018010219,2018-01-02,2018-01-02 19:00:00,2018,1,2,19,1,1,Tuesday,January,false
2018010220,2018-01-02,2018-01-02 20:00:00,2018,1,2,20,1,1,Tuesday,January,false
2018010221,2018-01-02,2018-01-02 21:00:00,2018,1,2,21,1,1,Tuesday,January,false
2018010222,2018-01-02,2018-01-02 22:00:00,2018,1,2,22,1,1,Tuesday,January,false
2018010223,2018-01-02,2018-01-02 23:00:00,2018,1,2,23,1,1,Tuesday,January,false
2018010300,2018-01-03,2018-01-03 00:00:00,2018,1,3,0,1,1,Wednesday,January,false
2018010301,2018-01-03,2018-01-03 01:00:00,2018,1,3,1,1,1,Wednesday,January,false
2018010302,2018-01-03,2018-01-03 02:00:00,2018,1,3,2,1,1,Wednesday,January,false
2018010303,2018-01-03,2018-01-03 03:00:00,2018,1,3,3,1,1,Wednesday,January,false
